,id,nombre,url_link,url_site,DA,DF,DR,PA,UR,trust_flow,is_mine,is_offer,max_links,peffer_pvp,ppvp,visits_month,sponsored_mark,language,blog_topics,country,link_type,medioTematico,medioTipo,model
359,2384,Merca 2,https://www.merca2.es/,https://panel.teblogueo.com/medios,65.0,49.0,,45.0,,24.0,False,False,3.0,110.21,115.36,1270000.0,False,,,,,,,blogs.blog
360,2441,Madrid Diferente,https://madriddiferente.com,https://panel.teblogueo.com/medios,49.0,21.0,,45.0,,18.0,False,False,3.0,177.16,228.66,63500.0,False,,,,,,,blogs.blog
361,2761,BCN Cool Hunter,https://bcncoolhunter.com/,https://panel.teblogueo.com/medios,47.0,33.0,,45.0,,9.0,False,False,1.0,177.16,197.76,4000.0,False,,,,,,,blogs.blog
362,2815,Espacio Coches,https://espaciocoches.com,https://panel.teblogueo.com/medios,42.0,23.0,,45.0,,8.0,False,False,1.0,187.46,187.46,43600.0,False,,,,,,,blogs.blog
363,2820,Viviendo Sanos,https://viviendosanos.com/,https://panel.teblogueo.com/medios,56.0,26.0,,45.0,,11.0,False,False,1.0,228.66,228.66,19000.0,False,,,,,,,blogs.blog
364,2841,Blog Mujeres,https://www.blogmujeres.com,https://panel.teblogueo.com/medios,44.0,24.0,,45.0,,6.0,False,False,1.0,331.66,331.66,106000.0,False,,,,,,,blogs.blog
365,3106,Homify MX,https://www.homify.com.mx,https://panel.teblogueo.com/medios,48.0,69.0,,45.0,,20.0,False,False,2.0,383.16,434.66,589300.0,False,,,,,,,blogs.blog
366,3123,Webku,https://webku.net,https://panel.teblogueo.com/medios,62.0,44.0,,45.0,,21.0,False,False,2.0,362.56,372.86,79300.0,False,,,,,,,blogs.blog
367,3134,El Ideal Gallego,https://www.elidealgallego.com/,https://panel.teblogueo.com/medios,61.0,42.0,,45.0,,47.0,False,False,4.0,115.36,115.36,695000.0,True,,,,,,,blogs.blog
368,3185,PT Jornal,https://ptjornal.com/,https://panel.teblogueo.com/medios,58.0,43.0,,45.0,,12.0,False,False,2.0,192.61,192.61,21300.0,True,,,,,,,blogs.blog
369,3217,Bezzia,https://www.bezzia.com/,https://panel.teblogueo.com/medios,66.0,44.0,,45.0,,29.0,False,False,1.0,784.86,795.16,87200.0,False,,,,,,,blogs.blog
370,3219,JardineríaON,https://www.jardineriaon.com/,https://panel.teblogueo.com/medios,54.0,41.0,,45.0,,21.0,False,False,1.0,784.86,795.16,621600.0,False,,,,,,,blogs.blog
371,3226,Recetin,https://www.recetin.com,https://panel.teblogueo.com/medios,55.0,38.0,,45.0,,40.0,False,False,1.0,630.36,640.66,177500.0,False,,,,,,,blogs.blog
372,3251,Aragón Digital,https://www.aragondigital.es/,https://panel.teblogueo.com/medios,64.0,45.0,,45.0,,45.0,False,False,3.0,537.66,537.66,82200.0,True,,,,,,,blogs.blog
373,3364,La piedra de Sisifo,https://lapiedradesisifo.com/,https://panel.teblogueo.com/medios,53.0,33.0,,45.0,,20.0,False,False,3.0,63.86,69.01,59500.0,False,,,,,,,blogs.blog
374,3970,Zobuz,https://zobuz.com/,https://panel.teblogueo.com/medios,30.0,38.0,,45.0,,13.0,False,False,1.0,120.51,172.01,,False,,,,,,,blogs.blog
375,4293,Cuál es mi IP,https://www.cualesmiip.com,https://panel.teblogueo.com/medios,46.0,62.0,,45.0,,51.0,False,False,1.0,269.86,331.66,216400.0,True,,,,,,,blogs.blog
376,4386,NeozOne,https://www.neozone.org/,https://panel.teblogueo.com/medios,51.0,39.0,,45.0,,21.0,False,False,2.0,537.66,537.66,263800.0,False,,,,,,,blogs.blog
377,4446,Financial Red,https://financialred.com/,https://panel.teblogueo.com/medios,44.0,32.0,,45.0,,20.0,False,False,1.0,146.26,177.16,2200.0,False,,,,,,,blogs.blog
378,4568,MUHIMU,https://muhimu.es,https://panel.teblogueo.com/medios,58.0,34.0,,45.0,,18.0,False,False,2.0,99.91,146.26,80900.0,False,,,,,,,blogs.blog
379,4569,Autonoción,https://www.autonocion.com/,https://panel.teblogueo.com/medios,52.0,39.0,,45.0,,10.0,False,False,1.0,223.51,223.51,1000000.0,False,,,,,,,blogs.blog
380,4641,thehackpost,https://thehackpost.com/,https://panel.teblogueo.com/medios,61.0,36.0,,45.0,,18.0,False,False,1.0,141.11,146.26,,False,,,,,,,blogs.blog
381,4760,TekCrispy,https://www.tekcrispy.com/,https://panel.teblogueo.com/medios,65.0,42.0,,45.0,,20.0,False,False,1.0,208.06,228.66,161900.0,False,,,,,,,blogs.blog
382,4935,Alta Densidad,https://altadensidad.com/,https://panel.teblogueo.com/medios,51.0,23.0,,45.0,,14.0,False,False,3.0,123.6,123.6,115500.0,False,,,,,,,blogs.blog
383,4939,La Voz del Sur,https://www.lavozdelsur.es/,https://panel.teblogueo.com/medios,53.0,42.0,,45.0,,19.0,False,False,1.0,228.66,228.66,515700.0,False,,,,,,,blogs.blog
384,4940,Murcia Economía,https://murciaeconomia.com/,https://panel.teblogueo.com/medios,53.0,16.0,,45.0,,17.0,False,False,3.0,115.36,115.36,67600.0,False,,,,,,,blogs.blog
385,4949,Experto Animal - No Follow,https://www.expertoanimal.com/,https://panel.teblogueo.com/medios,59.0,46.0,,45.0,,15.0,False,False,1.0,166.86,167.89,1800000.0,False,,,,,,,blogs.blog
386,4987,Le So Girly Blog,https://sogirlyblog.com,https://panel.teblogueo.com/medios,35.0,27.0,,45.0,,19.0,False,False,2.0,331.66,434.66,18400.0,True,,,,,,,blogs.blog
387,5049,Blog de Jack Moreno - Recursos literarios,https://jackmoreno.com/,https://panel.teblogueo.com/medios,44.0,21.0,,45.0,,12.0,False,False,2.0,32.96,32.96,81100.0,False,,,,,,,blogs.blog
388,5050,Djvuzone,https://www.djvuzone.org/,https://panel.teblogueo.com/medios,41.0,48.0,,45.0,,46.0,False,False,1.0,321.36,321.36,3260.0,False,,,,,,,blogs.blog
389,5071,Mis Animales,https://misanimales.com/,https://panel.teblogueo.com/medios,68.0,46.0,,45.0,,20.0,False,False,1.0,898.16,898.16,467000.0,False,,,,,,,blogs.blog
390,5072,Decor Tips,https://decortips.com/,https://panel.teblogueo.com/medios,42.0,53.0,,45.0,,16.0,False,False,1.0,640.66,640.66,28600.0,False,,,,,,,blogs.blog
391,5113,MotorGiga - No Follow,https://motorgiga.com/,https://panel.teblogueo.com/medios,48.0,32.0,,45.0,,14.0,False,False,2.0,290.46,290.46,560000.0,True,,,,,,,blogs.blog
392,5114,MotorGiga,https://motorgiga.com/,https://panel.teblogueo.com/medios,48.0,32.0,,45.0,,14.0,False,False,2.0,393.46,393.46,560000.0,True,,,,,,,blogs.blog
393,5284,Unity Media News,https://unitymedianews.com,https://panel.teblogueo.com/medios,48.0,30.0,,45.0,,10.0,False,False,2.0,69.01,74.16,9230.0,False,,,,,,,blogs.blog
394,6872,Teecycle,https://teecycle.org/,https://panel.teblogueo.com/medios,49.0,26.0,,45.0,,19.0,False,False,1.0,141.11,151.41,,False,,,,,,,blogs.blog
395,6920,Espectador Negocios,https://www.espectadornegocios.com/,https://panel.teblogueo.com/medios,30.0,14.0,,45.0,,9.0,False,False,4.0,63.86,69.01,1400.0,False,,,,,,,blogs.blog
396,6926,VILA NOVA,https://viraldigimedia.com/,https://panel.teblogueo.com/medios,59.0,37.0,,45.0,,15.0,False,False,4.0,48.41,58.71,,True,,,,,,,blogs.blog
397,7575,Viajeros por el mundo,https://www.viajerosporelmundo.com/,https://panel.teblogueo.com/medios,31.0,24.0,,45.0,,6.0,False,False,2.0,84.46,84.46,3900.0,False,,,,,,,blogs.blog
398,7688,Diario El Salvador,https://diarioelsalvador.com/,https://panel.teblogueo.com/medios,46.0,32.0,,45.0,,18.0,False,False,1.0,368.74,369.77,,False,,,,,,,blogs.blog
399,11,Blog para mujer,https://www.blogparalamujer.com,https://panel.teblogueo.com/medios,11.0,,,44.0,,,False,False,4.0,27.81,36.05,,False,,,,,,,blogs.blog
400,249,Cultture,https://www.cultture.com,https://panel.teblogueo.com/medios,59.0,39.0,,44.0,,17.0,False,False,2.0,208.06,228.66,331600.0,False,,,,,,,blogs.blog
401,259,Dominio Mundial,https://dominiomundial.com/,https://panel.teblogueo.com/medios,47.0,26.0,,44.0,,18.0,False,False,1.0,125.66,146.26,20200.0,False,,,,,,,blogs.blog
402,260,Programacion net,https://programacion.net/,https://panel.teblogueo.com/medios,50.0,47.0,,44.0,,44.0,False,False,4.0,187.46,228.66,148900.0,False,,,,,,,blogs.blog
403,289,Mimub,https://mimub.com/,https://panel.teblogueo.com/medios,44.0,28.0,,44.0,,8.0,False,False,4.0,105.06,125.66,,False,,,,,,,blogs.blog
404,323,TrendsBuzzer,https://www.trendsbuzzer.com,https://panel.teblogueo.com/medios,62.0,18.0,,44.0,,10.0,False,False,2.0,74.16,79.31,500.0,False,,,,,,,blogs.blog
405,334,Ebuzz Spider,https://www.ebuzzspider.com,https://panel.teblogueo.com/medios,60.0,28.0,,44.0,,2.0,False,False,2.0,63.86,66.95,,False,,,,,,,blogs.blog
406,404,Automocion Online,https://automociononline.com/,https://panel.teblogueo.com/medios,57.0,22.0,,44.0,,9.0,False,False,4.0,43.26,53.56,4400.0,False,,,,,,,blogs.blog
407,622,Etece,https://etece.es/,https://panel.teblogueo.com/medios,49.0,30.0,,44.0,,10.0,False,False,4.0,38.11,43.26,,False,,,,,,,blogs.blog
408,625,Tu Web Startup,https://tuwebstartup.com/,https://panel.teblogueo.com/medios,62.0,26.0,,44.0,,6.0,False,False,2.0,43.26,48.41,,False,,,,,,,blogs.blog
409,1613,Confidencial Autonómico,https://autonomico.elconfidencialdigital.com/,https://panel.teblogueo.com/medios,79.0,0.0,,44.0,,0.0,False,False,3.0,120.51,146.26,29900.0,True,,,,,,,blogs.blog
410,1640,La Voz de Lanzarote,https://www.lavozdelanzarote.com/,https://panel.teblogueo.com/medios,55.0,36.0,,44.0,,44.0,False,False,2.0,135.96,146.26,603400.0,True,,,,,,,blogs.blog
411,1751,Casas increíbles,https://casasincreibles.com/,https://panel.teblogueo.com/medios,49.0,31.0,,44.0,,9.0,False,False,1.0,115.36,166.86,16900.0,False,,,,,,,blogs.blog
412,1798,Región Digital,https://regiondigital.com/,https://panel.teblogueo.com/medios,54.0,47.0,,44.0,,44.0,False,False,3.0,94.76,105.06,41800.0,False,,,,,,,blogs.blog
413,1843,Opa Noticias,https://opanoticias.com/,https://panel.teblogueo.com/medios,44.0,29.0,,44.0,,20.0,False,False,2.0,133.9,144.2,58800.0,False,,,,,,,blogs.blog
414,1870,El Periodista,https://www.elperiodista.cl/,https://panel.teblogueo.com/medios,54.0,36.0,,44.0,,39.0,False,False,2.0,202.91,208.06,57000.0,False,,,,,,,blogs.blog
415,1997,Diario de Chiapas,https://diariodechiapas.com/,https://panel.teblogueo.com/medios,43.0,34.0,,44.0,,15.0,False,False,3.0,156.56,197.76,56200.0,False,,,,,,,blogs.blog
416,2125,Portafolio,https://blogs.portafolio.co/,https://panel.teblogueo.com/medios,81.0,0.0,,44.0,,0.0,False,False,1.0,125.66,125.66,40200.0,False,,,,,,,blogs.blog
417,2255,Computing,https://www.computing.es/,https://panel.teblogueo.com/medios,52.0,27.0,,44.0,,19.0,False,False,2.0,589.16,589.16,11500.0,False,,,,,,,blogs.blog
418,2369,Cosas de peques,https://cosasdepeques.com/,https://panel.teblogueo.com/medios,60.0,54.0,,44.0,,25.0,False,False,1.0,177.16,177.16,40600.0,False,,,,,,,blogs.blog
419,2442,El diario de la educación,https://eldiariodelaeducacion.com/,https://panel.teblogueo.com/medios,46.0,37.0,,44.0,,23.0,False,False,2.0,228.66,228.66,108700.0,False,,,,,,,blogs.blog
420,2502,h24 notizie,https://www.h24notizie.com/,https://panel.teblogueo.com/medios,49.0,34.0,,44.0,,18.0,False,False,4.0,146.26,146.26,270100.0,False,,,,,,,blogs.blog
421,2710,Metrópoli Abierta,https://www.metropoliabierta.com/,https://panel.teblogueo.com/medios,57.0,41.0,,44.0,,17.0,False,False,2.0,228.66,238.96,389500.0,True,,,,,,,blogs.blog
422,2735,Bikezona,https://www.bikezona.com/,https://panel.teblogueo.com/medios,42.0,38.0,,44.0,,40.0,False,False,2.0,177.16,187.46,134300.0,False,,,,,,,blogs.blog
423,2806,De Medicina,https://www.demedicina.com,https://panel.teblogueo.com/medios,53.0,21.0,,44.0,,10.0,False,False,1.0,125.66,125.66,1000.0,False,,,,,,,blogs.blog
424,2813,Techlosofy,https://www.techlosofy.com,https://panel.teblogueo.com/medios,38.0,19.0,,44.0,,11.0,False,False,1.0,228.66,228.66,31000.0,False,,,,,,,blogs.blog
425,2836,Animales Mascotas,https://www.animalesmascotas.com,https://panel.teblogueo.com/medios,43.0,23.0,,44.0,,10.0,False,False,1.0,228.66,228.66,17300.0,False,,,,,,,blogs.blog
426,2837,Esoterismos,https://www.esoterismos.com,https://panel.teblogueo.com/medios,46.0,22.0,,44.0,,7.0,False,False,1.0,228.66,228.66,3900.0,False,,,,,,,blogs.blog
427,3098,El Jaya,https://eljaya.com/,https://panel.teblogueo.com/medios,44.0,33.0,,44.0,,18.0,False,False,3.0,110.21,135.96,12100.0,True,,,,,,,blogs.blog
428,3101,Homify DE,https://homify.de,https://panel.teblogueo.com/medios,45.0,68.0,,44.0,,29.0,False,False,2.0,846.66,949.66,240300.0,True,,,,,,,blogs.blog
429,3202,One How To - NoFollow,https://www.onehowto.com/,https://panel.teblogueo.com/medios,53.0,47.0,,44.0,,22.0,False,False,1.0,177.16,177.16,299900.0,False,,,,,,,blogs.blog
430,3218,Decoora,https://www.decoora.com/,https://panel.teblogueo.com/medios,43.0,34.0,,44.0,,21.0,False,False,1.0,630.36,640.66,34400.0,False,,,,,,,blogs.blog
431,3237,Vanidad,https://vanidad.es/,https://panel.teblogueo.com/medios,52.0,27.0,,44.0,,26.0,False,False,1.0,537.66,537.66,26900.0,False,,,,,,,blogs.blog
432,3242,Soy de Mac,https://www.soydemac.com/,https://panel.teblogueo.com/medios,50.0,48.0,,44.0,,25.0,False,False,2.0,578.86,589.16,184700.0,False,,,,,,,blogs.blog
433,3293,Somosbellas,https://www.somosbellas.com/,https://panel.teblogueo.com/medios,57.0,16.0,,44.0,,6.0,False,False,2.0,84.46,105.06,500.0,True,,,,,,,blogs.blog
434,3366,EP Mundo,https://epmundo.com/,https://panel.teblogueo.com/medios,48.0,32.0,,44.0,,12.0,False,False,2.0,48.41,53.56,894.0,False,,,,,,,blogs.blog
435,3370,Minuto Digital,https://www.minutodigital.com/,https://panel.teblogueo.com/medios,56.0,25.0,,44.0,,27.0,False,False,4.0,48.41,58.71,,False,,,,,,,blogs.blog
436,4087,cars2bike,https://cars2bike.com/,https://panel.teblogueo.com/medios,61.0,29.0,,44.0,,15.0,False,False,1.0,115.36,135.96,,False,,,,,,,blogs.blog
437,4385,BuzzWebzine,https://www.buzzwebzine.fr/,https://panel.teblogueo.com/medios,47.0,46.0,,44.0,,30.0,False,False,2.0,352.26,352.26,120100.0,False,,,,,,,blogs.blog
438,4639,thetinytech,https://thetinytech.com/,https://panel.teblogueo.com/medios,53.0,34.0,,44.0,,4.0,False,False,1.0,146.26,151.41,,False,,,,,,,blogs.blog
439,4664,El Blog de tu Bebé,https://www.elblogdetubebe.com,https://panel.teblogueo.com/medios,51.0,22.0,,44.0,,13.0,False,False,2.0,177.16,187.46,20000.0,False,,,,,,,blogs.blog
440,4682,Stacy Knows,https://stacyknows.com/,https://panel.teblogueo.com/medios,40.0,26.0,,44.0,,19.0,False,False,1.0,151.41,156.56,,False,,,,,,,blogs.blog
441,4763,Nerdbot,https://nerdbot.com,https://panel.teblogueo.com/medios,46.0,40.0,,44.0,,17.0,False,False,1.0,177.16,197.76,345800.0,False,,,,,,,blogs.blog
442,4846,Informate Salta,https://informatesalta.com.ar,https://panel.teblogueo.com/medios,56.0,43.0,,44.0,,17.0,False,False,2.0,125.66,135.96,593000.0,False,,,,,,,blogs.blog
443,4919,Frases de la Vida,https://frasesdelavida.com/,https://panel.teblogueo.com/medios,42.0,34.0,,44.0,,11.0,False,False,1.0,84.46,84.46,563800.0,False,,,,,,,blogs.blog
444,4936,Cripto Tendencia,https://criptotendencia.com/,https://panel.teblogueo.com/medios,46.0,37.0,,44.0,,18.0,False,False,1.0,537.66,537.66,145500.0,False,,,,,,,blogs.blog
445,4992,Freedom Leaf,https://www.freedomleaf.com,https://panel.teblogueo.com/medios,47.0,39.0,,44.0,,17.0,False,False,2.0,228.66,228.66,8070.0,False,,,,,,,blogs.blog
446,5059,Gaceta Médica,https://gacetamedica.com/,https://panel.teblogueo.com/medios,62.0,40.0,,44.0,,19.0,False,False,1.0,1567.66,1567.66,210000.0,False,,,,,,,blogs.blog
447,5151,Motor16,https://www.motor16.com/,https://panel.teblogueo.com/medios,44.0,55.0,,44.0,,25.0,False,False,1.0,99.91,125.66,278000.0,False,,,,,,,blogs.blog
448,5192,Contacto Hoy,https://contactohoy.com.mx/,https://panel.teblogueo.com/medios,47.0,31.0,,44.0,,28.0,False,False,2.0,176.13,192.61,95800.0,False,,,,,,,blogs.blog
449,5330,Hablemos de Cultura,https://hablemosdeculturas.com/,https://panel.teblogueo.com/medios,38.0,34.0,,44.0,,16.0,False,False,4.0,79.31,94.76,30400.0,False,,,,,,,blogs.blog
450,5456,solutionhow.com,https://www.solutionhow.com/,https://panel.teblogueo.com/medios,62.0,38.0,,44.0,,14.0,False,False,1.0,177.16,197.76,,False,,,,,,,blogs.blog
451,5976,tennisactu.net,https://www.tennisactu.net/,https://panel.teblogueo.com/medios,56.0,56.0,,44.0,,24.0,False,False,1.0,2082.66,2092.96,,False,,,,,,,blogs.blog
452,6340,Revista America,https://revistavenamerica.com/,https://panel.teblogueo.com/medios,49.0,,,44.0,,,False,False,1.0,53.56,63.86,11200.0,False,,,,,,,blogs.blog
453,7067,TekCrispy,https://www.tekcrispy.com/,https://panel.teblogueo.com/medios,69.0,44.0,,44.0,,20.0,False,False,3.0,84.46,99.91,,False,,,,,,,blogs.blog
454,7606,codepilot,https://codepilot.cc/,https://panel.teblogueo.com/medios,29.0,14.0,,44.0,,11.0,False,False,1.0,208.06,228.66,,False,,,,,,,blogs.blog
455,7672,España Fascinante,https://espanafascinante.com/,https://panel.teblogueo.com/medios,47.0,31.0,,44.0,,17.0,False,False,2.0,460.41,537.66,,True,,,,,,,blogs.blog
456,48,Cordoba Deporte,https://cordobadeporte.com/,https://panel.teblogueo.com/medios,42.0,32.0,,43.0,,37.0,False,False,1.0,115.36,125.66,160000.0,False,,,,,,,blogs.blog
457,52,Colgados por el fútbol,https://colgadosporelfutbol.com,https://panel.teblogueo.com/medios,49.0,31.0,,43.0,,23.0,False,False,2.0,202.91,228.66,54300.0,False,,,,,,,blogs.blog
458,90,Todo indie,https://todoindie.com/,https://panel.teblogueo.com/medios,43.0,33.0,,43.0,,16.0,False,False,4.0,125.66,187.46,512000.0,False,,,,,,,blogs.blog
459,246,La tarde,https://www.latarde.com,https://panel.teblogueo.com/medios,55.0,31.0,,43.0,,21.0,False,False,4.0,81.37,91.67,25700.0,False,,,,,,,blogs.blog
460,248,CromosomaX,https://www.cromosomax.com,https://panel.teblogueo.com/medios,61.0,38.0,,43.0,,19.0,False,False,2.0,202.91,275.01,341100.0,False,,,,,,,blogs.blog
461,251,Trucos y Astucias,https://trucosyastucias.com,https://panel.teblogueo.com/medios,50.0,21.0,,43.0,,8.0,False,False,2.0,177.16,223.51,32300.0,False,,,,,,,blogs.blog
462,280,Incubaweb,https://www.incubaweb.com/,https://panel.teblogueo.com/medios,44.0,33.0,,43.0,,19.0,False,False,4.0,105.06,125.66,17300.0,False,,,,,,,blogs.blog
463,303,Martin Cid,https://www.martincid.com,https://panel.teblogueo.com/medios,58.0,34.0,,43.0,,20.0,False,False,2.0,223.51,269.86,40000.0,False,,,,,,,blogs.blog
464,944,Mama primeriza,https://mamaprimeriza.com,https://panel.teblogueo.com/medios,18.0,24.0,,43.0,,10.0,False,False,2.0,43.26,46.35,,False,,,,,,,blogs.blog
465,1219,La pelotona,https://www.lapelotona.com/,https://panel.teblogueo.com/medios,37.0,27.0,,43.0,,10.0,False,False,1.0,84.46,89.61,1400000.0,False,,,,,,,blogs.blog
466,1615,Confidencial Judicial,https://judicial.elconfidencialdigital.com/,https://panel.teblogueo.com/medios,79.0,0.0,,43.0,,0.0,False,False,3.0,120.51,146.26,5690.0,False,,,,,,,blogs.blog
467,1616,Monarquía Confidencial,https://monarquia.elconfidencialdigital.com/,https://panel.teblogueo.com/medios,79.0,0.0,,43.0,,0.0,False,False,3.0,120.51,120.51,34600.0,False,,,,,,,blogs.blog
468,1743,Diario de Pontevedra,https://www.diariodepontevedra.es/,https://panel.teblogueo.com/medios,61.0,52.0,,43.0,,43.0,False,False,3.0,115.36,177.16,724000.0,True,,,,,,,blogs.blog
469,1749,CruceroAdicto,https://cruceroadicto.com,https://panel.teblogueo.com/medios,39.0,20.0,,43.0,,24.0,False,False,2.0,280.16,295.61,91200.0,False,,,,,,,blogs.blog
470,1827,Emprenderalia,https://www.emprenderalia.com/,https://panel.teblogueo.com/medios,43.0,35.0,,43.0,,16.0,False,False,2.0,105.06,125.66,32400.0,False,,,,,,,blogs.blog
471,1881,Avilared,https://avilared.com/,https://panel.teblogueo.com/medios,52.0,30.0,,43.0,,21.0,False,False,4.0,110.21,120.51,352400.0,False,,,,,,,blogs.blog
472,1890,I love palets,https://www.ilovepalets.com,https://panel.teblogueo.com/medios,40.0,31.0,,43.0,,10.0,False,False,2.0,125.66,146.26,2100.0,False,,,,,,,blogs.blog
473,1925,Ilustrado,https://www.ilustrado.cl/,https://panel.teblogueo.com/medios,39.0,37.0,,43.0,,11.0,False,False,2.0,135.96,141.11,482100.0,False,,,,,,,blogs.blog
474,1979,Enterate  Cali,https://www.enteratecali.net/,https://panel.teblogueo.com/medios,35.0,29.0,,43.0,,4.0,False,False,2.0,123.6,141.11,268800.0,False,,,,,,,blogs.blog
475,1998,Diario de Mexico,https://www.diariodemexico.com/,https://panel.teblogueo.com/medios,62.0,43.0,,43.0,,45.0,False,False,3.0,156.56,197.76,594500.0,False,,,,,,,blogs.blog
476,2045,Promoción musical,https://promocionmusical.es/,https://panel.teblogueo.com/medios,39.0,43.0,,43.0,,10.0,False,False,2.0,74.16,99.91,149200.0,False,,,,,,,blogs.blog
477,2102,No es cine todo lo que reluce,https://noescinetodoloquereluce.com,https://panel.teblogueo.com/medios,45.0,33.0,,43.0,,41.0,False,False,1.0,115.36,135.96,39500.0,False,,,,,,,blogs.blog
478,2154,Noticias Ahora,https://www.noticias-ahora.com/,https://panel.teblogueo.com/medios,41.0,36.0,,43.0,,14.0,False,False,3.0,69.01,84.46,18300.0,False,,,,,,,blogs.blog
479,2196,Diario Nuevo Día,https://nuevodia.com.ve/,https://panel.teblogueo.com/medios,43.0,32.0,,43.0,,19.0,False,False,3.0,43.26,48.41,31800.0,False,,,,,,,blogs.blog
480,2246,Nexofin,https://nexofin.com,https://panel.teblogueo.com/medios,67.0,38.0,,43.0,,14.0,False,False,4.0,74.67,100.42,442600.0,False,,,,,,,blogs.blog
481,2296,Estilos de moda,https://estilosdemoda.com/,https://panel.teblogueo.com/medios,40.0,31.0,,43.0,,8.0,False,False,2.0,110.21,125.66,,False,,,,,,,blogs.blog
482,2297,Maquilladas,https://maquilladas.com/,https://panel.teblogueo.com/medios,40.0,32.0,,43.0,,6.0,False,False,2.0,105.06,125.66,,False,,,,,,,blogs.blog
483,2327,un Profesor - Sponsored,https://www.unprofesor.com/,https://panel.teblogueo.com/medios,50.0,39.0,,43.0,,15.0,False,False,1.0,331.66,331.66,1500000.0,True,,,,,,,blogs.blog
484,2337,Galicia digital,https://www.galiciadigital.com/,https://panel.teblogueo.com/medios,51.0,63.0,,43.0,,42.0,False,False,4.0,105.06,125.66,51900.0,False,,,,,,,blogs.blog
485,2364,Digital Sevilla,https://digitalsevilla.com/,https://panel.teblogueo.com/medios,45.0,34.0,,43.0,,13.0,False,False,2.0,43.26,43.26,44000.0,False,,,,,,,blogs.blog
486,2387,Moncloa,https://www.moncloa.com/,https://panel.teblogueo.com/medios,59.0,47.0,,43.0,,24.0,False,False,3.0,110.21,125.66,432800.0,False,,,,,,,blogs.blog
487,2422,Observatorio RRHH  ORH,https://www.observatoriorh.com/,https://panel.teblogueo.com/medios,51.0,36.0,,43.0,,19.0,False,False,1.0,228.66,228.66,35100.0,False,,,,,,,blogs.blog
488,2430,Sevilla Actualidad,https://www.sevillaactualidad.com/,https://panel.teblogueo.com/medios,50.0,36.0,,43.0,,32.0,False,False,2.0,177.16,177.16,91400.0,False,,,,,,,blogs.blog
489,2804,Gamelosofy,https://www.gamelosofy.com,https://panel.teblogueo.com/medios,35.0,17.0,,43.0,,6.0,False,False,1.0,125.66,125.66,649.0,False,,,,,,,blogs.blog
490,2812,Es Belleza,https://esbelleza.com,https://panel.teblogueo.com/medios,36.0,22.0,,43.0,,10.0,False,False,1.0,187.46,187.46,,False,,,,,,,blogs.blog
491,2818,Espectadores,https://espectadores.net,https://panel.teblogueo.com/medios,43.0,18.0,,43.0,,15.0,False,False,1.0,187.46,187.46,8100.0,False,,,,,,,blogs.blog
492,2834,Blog Hogar,https://bloghogar.com,https://panel.teblogueo.com/medios,39.0,24.0,,43.0,,7.0,False,False,1.0,228.66,228.66,25500.0,False,,,,,,,blogs.blog
493,2906,Decoración de Salas,https://decoraciondesalas.com/,https://panel.teblogueo.com/medios,24.0,23.0,,43.0,,4.0,False,False,2.0,62.83,63.86,5350.0,False,,,,,,,blogs.blog
494,3051,MillionTalks,https://milliontalks.com,https://panel.teblogueo.com/medios,68.0,31.0,,43.0,,8.0,False,False,2.0,177.16,208.06,1300.0,False,,,,,,,blogs.blog
495,3061,El Mira,https://www.elmira.es/,https://panel.teblogueo.com/medios,51.0,38.0,,43.0,,19.0,False,False,2.0,527.36,589.16,683700.0,False,,,,,,,blogs.blog
496,3100,Homify ES,https://homify.es,https://panel.teblogueo.com/medios,50.0,69.0,,43.0,,24.0,False,False,2.0,589.16,640.66,168200.0,True,,,,,,,blogs.blog
497,3174,Desencadenado,https://desencadenado.com/,https://panel.teblogueo.com/medios,46.0,34.0,,43.0,,13.0,False,False,4.0,38.11,43.26,,False,,,,,,,blogs.blog
498,3179,Diario de Ferrol,https://www.diariodeferrol.com/,https://panel.teblogueo.com/medios,54.0,39.0,,43.0,,45.0,False,False,4.0,115.36,115.36,373000.0,False,,,,,,,blogs.blog
499,3204,Tout Comment - NoFollow,https://www.toutcomment.com/,https://panel.teblogueo.com/medios,50.0,37.0,,43.0,,22.0,False,False,1.0,166.86,166.86,445300.0,False,,,,,,,blogs.blog
500,3260,Actualidad Literatura,https://www.actualidadliteratura.com/,https://panel.teblogueo.com/medios,54.0,37.0,,43.0,,26.0,False,False,2.0,475.86,486.16,191900.0,False,,,,,,,blogs.blog
501,3266,Hombres con estilo,https://hombresconestilo.com/,https://panel.teblogueo.com/medios,50.0,38.0,,43.0,,33.0,False,False,2.0,475.86,486.16,40400.0,False,,,,,,,blogs.blog
502,3296,El Mundo Financiero,https://www.elmundofinanciero.com/,https://panel.teblogueo.com/medios,51.0,42.0,,43.0,,25.0,False,False,1.0,151.41,151.41,25100.0,False,,,,,,,blogs.blog
503,3322,Melilla Hoy,https://melillahoy.es,https://panel.teblogueo.com/medios,55.0,33.0,,43.0,,42.0,False,False,2.0,125.66,208.06,88100.0,False,,,,,,,blogs.blog
504,3358,La Nueva Crónica,https://www.lanuevacronica.com/,https://panel.teblogueo.com/medios,57.0,36.0,,43.0,,22.0,False,False,3.0,177.16,228.66,1120000.0,False,,,,,,,blogs.blog
